,species,infraspecificEpithet,class,iucnRedListCategory,kingdom,sex,phylum,specificEpithet,vernacularName,genericName,family,datasetName,higherClassification,subgenus,organismName
2315,Thelopsis isiaca,,Thelopsis isiaca,Thelopsis isiaca,Thelopsis isiaca,,Thelopsis isiaca,Thelopsis isiaca,,Thelopsis isiaca,Thelopsis isiaca,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Ostropomycetidae|Ostropales|Stictidaceae|Thelopsis,,
2316,Enchylium conglomeratum,,Enchylium conglomeratum,Enchylium conglomeratum,Enchylium conglomeratum,,Enchylium conglomeratum,Enchylium conglomeratum,,Collema,Enchylium conglomeratum,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2317,Pertusaria heterochroa,,Pertusaria heterochroa,Pertusaria heterochroa,Pertusaria heterochroa,,Pertusaria heterochroa,Pertusaria heterochroa,,Pertusaria heterochroa,Pertusaria heterochroa,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Ostropomycetidae|Pertusariales|Pertusariaceae|Pertusaria,,
2318,Coenogonium tavaresianum,,Coenogonium tavaresianum,Coenogonium tavaresianum,Coenogonium tavaresianum,,Coenogonium tavaresianum,tavaresiana,,Dimerella,Coenogonium tavaresianum,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2319,Diromma dirinellum,,Diromma dirinellum,Diromma dirinellum,Diromma dirinellum,,Diromma dirinellum,dirinellum,,Schismatomma,Diromma dirinellum,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Fungi|Dikarya|Ascomycota|Pezizomycotina|Arthoniomycetes|Arthoniomycetidae|Arthoniales|Roccellaceae|Schismatomma,,
2320,Puccinia thesii,,Puccinia thesii,Puccinia thesii,Puccinia thesii,,Puccinia thesii,Puccinia thesii,,Puccinia thesii,Puccinia thesii,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Puccinia thesii,,
2321,Lecanora strobilinoides,,Lecanora strobilinoides,Lecanora strobilinoides,Lecanora strobilinoides,,Lecanora strobilinoides,Lecanora strobilinoides,,Lecanora strobilinoides,Lecanora strobilinoides,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Lecanora strobilinoides,,
2322,Lecidella carpathica,Lecidella carpathica,Lecidella carpathica,Lecidella carpathica,Lecidella carpathica,,Lecidella carpathica,Lecidella carpathica,,Lecidella,Lecidella carpathica,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Lecidella carpathica,,
2323,Porocyphus rehmicus,,Porocyphus rehmicus,Porocyphus rehmicus,Porocyphus rehmicus,,Porocyphus rehmicus,Porocyphus rehmicus,,Porocyphus rehmicus,Porocyphus rehmicus,Porocyphus rehmicus,,,
2324,Caloplaca pyrithrella,,Caloplaca pyrithrella,Caloplaca pyrithrella,Caloplaca pyrithrella,,Caloplaca pyrithrella,Caloplaca pyrithrella,,Caloplaca pyrithrella,Caloplaca pyrithrella,Caloplaca pyrithrella,,,
2325,Codonmyces lecanorae,,,Codonmyces lecanorae,Codonmyces lecanorae,,Codonmyces lecanorae,Codonmyces lecanorae,,Codonmyces lecanorae,,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Codonmyces lecanorae,,
2326,Lecidella achristotera,,Lecidella achristotera,Lecidella achristotera,Lecidella achristotera,,Lecidella achristotera,Lecidella achristotera,,Lecidella,Lecidella achristotera,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Lecanoraceae|Lecidella,,
2327,Opegrapha physciaria,,Opegrapha physciaria,Opegrapha physciaria,Opegrapha physciaria,,Opegrapha physciaria,physciaria,,Opegrapha,Opegrapha physciaria,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Fungi|Opegrapha|physciaria,,
2328,Placynthium tremniacum,,Placynthium tremniacum,Placynthium tremniacum,Placynthium tremniacum,,Placynthium tremniacum,Placynthium tremniacum,,Placynthium tremniacum,Placynthium tremniacum,Placynthium tremniacum,,,
2329,Kurokawia runcinata,,Kurokawia runcinata,Kurokawia runcinata,Kurokawia runcinata,,Kurokawia runcinata,runcinata,,Anaptychia,Kurokawia runcinata,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,"Fungi, Ascomycota, Lecanoromycetes, Caliciales, Physciaceae",,
2330,Hypocenomyce stoechadiana,,Hypocenomyce stoechadiana,Hypocenomyce stoechadiana,Hypocenomyce stoechadiana,,Hypocenomyce stoechadiana,Hypocenomyce stoechadiana,,Waynea,Hypocenomyce stoechadiana,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Hypocenomyce stoechadiana,,
2331,Bagliettoa parmigerella,,Bagliettoa parmigerella,Bagliettoa parmigerella,Bagliettoa parmigerella,,Bagliettoa parmigerella,Bagliettoa parmigerella,,Verrucaria,Bagliettoa parmigerella,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2332,Caloplaca aegatica,,Caloplaca aegatica,Caloplaca aegatica,Caloplaca aegatica,,Caloplaca aegatica,Caloplaca aegatica,,Caloplaca aegatica,Caloplaca aegatica,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Teloschistales|Teloschistineae|Teloschistaceae|Caloplacoideae|Caloplaca,,
2333,Lactarius decipiens,,Lactarius decipiens,Lactarius decipiens,Lactarius decipiens,,Lactarius decipiens,decipiens,,Lactarius decipiens,Lactarius decipiens,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2334,Gyalecta geoica,,Gyalecta geoica,Gyalecta geoica,Gyalecta geoica,,Gyalecta geoica,Gyalecta geoica,,Gyalecta geoica,Gyalecta geoica,Gyalecta geoica,,,
2335,Rhizocarpon distinctum,,Rhizocarpon distinctum,Rhizocarpon distinctum,Rhizocarpon distinctum,,Rhizocarpon distinctum,distinctum,,Rhizocarpon distinctum,Rhizocarpon distinctum,Rhizocarpon distinctum,,,
2336,Lichinella cribellifera,,Lichinella cribellifera,Lichinella cribellifera,Lichinella cribellifera,,Lichinella cribellifera,Lichinella cribellifera,,Lichinella cribellifera,Lichinella cribellifera,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Lichinella cribellifera,,
2337,Synalissa symphorea,,Synalissa symphorea,Synalissa symphorea,Synalissa symphorea,,Synalissa symphorea,symphorea,,Synalissa symphorea,Synalissa symphorea,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2338,Graphis scripta,serpentina,Graphis scripta,Graphis scripta,Graphis scripta,,Graphis scripta,scripta,,Graphis scripta,Graphis scripta,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Ascomycota; Lecanoromycetes; Ostropales; Graphidaceae,,
2339,Pertusaria paramerae,,Pertusaria paramerae,Pertusaria paramerae,Pertusaria paramerae,,Pertusaria paramerae,Pertusaria paramerae,,Pertusaria paramerae,Pertusaria paramerae,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Ostropomycetidae|Pertusariales|Pertusariaceae|Pertusaria,,
2340,Julella lactea,,Julella lactea,Julella lactea,Julella lactea,,Julella lactea,Julella lactea,,Julella,Julella lactea,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2341,Catapyrenium pilosellum,,Catapyrenium pilosellum,Catapyrenium pilosellum,Catapyrenium pilosellum,,Catapyrenium pilosellum,Catapyrenium pilosellum,,Catapyrenium,Catapyrenium pilosellum,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2342,Caloplaca herbidella,,Caloplaca herbidella,Caloplaca herbidella,Caloplaca herbidella,,Caloplaca herbidella,Caloplaca herbidella,,Caloplaca,Caloplaca herbidella,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Caloplaca herbidella,,
2343,Caloplaca irrubescens,,Caloplaca irrubescens,Caloplaca irrubescens,Caloplaca irrubescens,,Caloplaca irrubescens,Caloplaca irrubescens,,Caloplaca irrubescens,Caloplaca irrubescens,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Caloplaca irrubescens,,
2344,Didymocyrtis epiphyscia,,Didymocyrtis epiphyscia,Didymocyrtis epiphyscia,Didymocyrtis epiphyscia,,Didymocyrtis epiphyscia,Didymocyrtis epiphyscia,,Didymocyrtis epiphyscia,Didymocyrtis epiphyscia,Didymocyrtis epiphyscia,,,
2345,Athallia vitellinula,,Athallia vitellinula,Athallia vitellinula,Athallia vitellinula,,Athallia vitellinula,Athallia vitellinula,,Athallia vitellinula,Athallia vitellinula,Athallia vitellinula,,,
2346,Pseudosagedia linearis,,Pseudosagedia linearis,Pseudosagedia linearis,Pseudosagedia linearis,,Pseudosagedia linearis,Pseudosagedia linearis,,Porina,Pseudosagedia linearis,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2347,Agonimia tristicula,,Agonimia tristicula,Agonimia tristicula,Agonimia tristicula,,Agonimia tristicula,Agonimia tristicula,,Agonimia tristicula,Agonimia tristicula,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Agonimia tristicula,,
2348,Heteroplacidium imbricatum,,Heteroplacidium imbricatum,Heteroplacidium imbricatum,Heteroplacidium imbricatum,,Heteroplacidium imbricatum,Heteroplacidium imbricatum,,Heteroplacidium,Heteroplacidium imbricatum,Heteroplacidium imbricatum,Heteroplacidium imbricatum,,
2349,Telogalla olivieri,,Telogalla olivieri,Telogalla olivieri,Telogalla olivieri,,Telogalla olivieri,Telogalla olivieri,,Telogalla,Telogalla olivieri,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Telogalla olivieri,,
2350,Bagliettoa parmigera,,Bagliettoa parmigera,Bagliettoa parmigera,Bagliettoa parmigera,,Bagliettoa parmigera,parmigera,,Verrucaria,Bagliettoa parmigera,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2351,Collema subnigrescens,,Collema subnigrescens,Collema subnigrescens,Collema subnigrescens,,Collema subnigrescens,Collema subnigrescens,,Collema subnigrescens,Collema subnigrescens,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Peltigerales|Collematineae|Collemataceae|Collema,,
2352,Omphalodina pseudistera,,Omphalodina pseudistera,Omphalodina pseudistera,Omphalodina pseudistera,,Omphalodina pseudistera,pseudistera,,Omphalodina pseudistera,Omphalodina pseudistera,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Omphalodina pseudistera,,
2353,Lecidella asema,elaeochromoides,Lecidella asema,Lecidella asema,Lecidella asema,,Lecidella asema,asema,,Lecidella asema,Lecidella asema,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Fungi|Dikarya|Ascomycota|Pezizomycotina|Lecanoromycetes|Lecanoromycetidae|Lecanorales|Lecanoraceae|Lecidella,,
2354,Buellia epigaea,,Buellia epigaea,Buellia epigaea,Buellia epigaea,,Buellia epigaea,Buellia epigaea,,Buellia epigaea,Buellia epigaea,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2355,Usnea wasmuthii,,Usnea wasmuthii,Usnea wasmuthii,Usnea wasmuthii,,Usnea wasmuthii,Usnea wasmuthii,,Usnea wasmuthii,Usnea wasmuthii,Usnea wasmuthii,,,
2356,Buellia dispersa,,Buellia dispersa,Buellia dispersa,Buellia dispersa,,Buellia dispersa,dispersa,,Buellia dispersa,Buellia dispersa,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,"Fungi, Ascomycota, Lecanoromycetes, Caliciales, Caliciaceae",,
2357,Buellia erubescens,,Buellia erubescens,Buellia erubescens,Buellia erubescens,,Buellia erubescens,erubescens,,Buellia erubescens,Buellia erubescens,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,"Fungi, Ascomycota, Lecanoromycetes, Caliciales, Caliciaceae",,
2358,Physciella chloantha,,Physciella chloantha,Physciella chloantha,Physciella chloantha,,Physciella chloantha,Physciella chloantha,,Phaeophyscia,Physciella chloantha,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Physciella chloantha,,
2359,Acarospora flavisparsa,,Acarospora flavisparsa,Acarospora flavisparsa,Acarospora flavisparsa,,Acarospora flavisparsa,Acarospora flavisparsa,,Acarospora flavisparsa,Acarospora flavisparsa,Acarospora flavisparsa,,,
2360,Physconia servitii,,Physconia servitii,Physconia servitii,Physconia servitii,,Physconia servitii,Physconia servitii,,Physconia,Physconia servitii,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2361,Rinodina oleae,,Rinodina oleae,Rinodina oleae,Rinodina oleae,,Rinodina oleae,Rinodina oleae,,Rinodina oleae,Rinodina oleae,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Fungi|Rinodina|oleae,,
2362,Rinodina pruinella,,Rinodina pruinella,Rinodina pruinella,Rinodina pruinella,,Rinodina pruinella,pruinella,,Rinodina pruinella,Rinodina pruinella,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2363,Physcia biziana,biziana,Physcia biziana,Physcia biziana,Physcia biziana,,Physcia biziana,Physcia biziana,,Physcia biziana,Physcia biziana,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2364,Alyxoria culmigena,,Alyxoria culmigena,Alyxoria culmigena,Alyxoria culmigena,,Alyxoria culmigena,herbarum,,Opegrapha,Alyxoria culmigena,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,"Fungi, Ascomycota, Arthoniomycetes, Arthoniales, Opegraphaceae",,
2365,Banhegyia setispora,,Banhegyia setispora,Banhegyia setispora,Banhegyia setispora,,Banhegyia setispora,Banhegyia setispora,,Banhegyia setispora,Banhegyia setispora,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2366,Cerothallia luteoalba,,Cerothallia luteoalba,Cerothallia luteoalba,Cerothallia luteoalba,,Cerothallia luteoalba,Cerothallia luteoalba,,Caloplaca,Cerothallia luteoalba,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2367,Agaricus aridicola,,Agaricus aridicola,Agaricus aridicola,Agaricus aridicola,,Agaricus aridicola,dunalii,,Gyrophragmium,Agaricus aridicola,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Agaricus aridicola,,
2368,Calogaya saxicola,saxicola,Calogaya saxicola,Calogaya saxicola,Calogaya saxicola,,Calogaya saxicola,saxicola,,Caloplaca,Calogaya saxicola,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Calogaya saxicola,,
2369,Rinodina boleana,,Rinodina boleana,Rinodina boleana,Rinodina boleana,,Rinodina boleana,Rinodina boleana,,Rinodina boleana,Rinodina boleana,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2370,Clauzadea monticola,,Clauzadea monticola,Clauzadea monticola,Clauzadea monticola,,Clauzadea monticola,Clauzadea monticola,,Clauzadea monticola,Clauzadea monticola,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2371,Octospora excipulata,Octospora excipulata,Octospora excipulata,Octospora excipulata,Octospora excipulata,,Octospora excipulata,roxheimii,,Octospora excipulata,Octospora excipulata,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Octospora excipulata,,
2372,Arthonia caesiella,,Arthonia caesiella,Arthonia caesiella,Arthonia caesiella,,Arthonia caesiella,Arthonia caesiella,,Arthonia caesiella,Arthonia caesiella,Arthonia caesiella,,,
2373,Catillaria chalybeia,,Catillaria chalybeia,Catillaria chalybeia,Catillaria chalybeia,,Catillaria chalybeia,Catillaria chalybeia,,Catillaria chalybeia,Catillaria chalybeia,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Catillaria chalybeia,,
2374,Gymnopus hybridus,,Gymnopus hybridus,Gymnopus hybridus,Gymnopus hybridus,,Gymnopus hybridus,hybrida,,Collybia,Gymnopus hybridus,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Gymnopus hybridus,,
2375,Helvella spadicea,,Helvella spadicea,Helvella spadicea,Helvella spadicea,,Helvella spadicea,Helvella spadicea,,Helvella spadicea,Helvella spadicea,Helvella spadicea,Helvella spadicea,,
2376,Cortinarius damascenus,,Cortinarius damascenus,Cortinarius damascenus,Cortinarius damascenus,,Cortinarius damascenus,Cortinarius damascenus,,Cortinarius damascenus,Cortinarius damascenus,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Cortinarius damascenus,,
2377,Cortinarius diffractosuavis,,Cortinarius diffractosuavis,Cortinarius diffractosuavis,Cortinarius diffractosuavis,,Cortinarius diffractosuavis,Cortinarius diffractosuavis,,Cortinarius diffractosuavis,Cortinarius diffractosuavis,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2378,Paragalactinia berthetiana,,Paragalactinia berthetiana,Paragalactinia berthetiana,Paragalactinia berthetiana,,Paragalactinia berthetiana,Paragalactinia berthetiana,,Paragalactinia berthetiana,Paragalactinia berthetiana,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2379,Clitocybe phyllophila,,Clitocybe phyllophila,Clitocybe phyllophila,Clitocybe phyllophila,,Clitocybe phyllophila,phyllophila,,Clitocybe phyllophila,Clitocybe phyllophila,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Clitocybe phyllophila,,
2380,Geoglossum cookeianum,,Geoglossum cookeianum,Geoglossum cookeianum,Geoglossum cookeianum,,Geoglossum cookeianum,cookeanum,,Geoglossum cookeianum,Geoglossum cookeianum,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2381,Lyomyces crustosus,,Lyomyces crustosus,Lyomyces crustosus,Lyomyces crustosus,,Lyomyces crustosus,crustosa,,Hyphodontia,Lyomyces crustosus,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Fungi|Tubulicrinaceae,,
2382,Geopora arenicola,,Geopora arenicola,Geopora arenicola,Geopora arenicola,,Geopora arenicola,Geopora arenicola,,Geopora,Geopora arenicola,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Geopora arenicola,,
2383,Helvella cupuliformis,,Helvella cupuliformis,Helvella cupuliformis,Helvella cupuliformis,,Helvella cupuliformis,Helvella cupuliformis,,Helvella,Helvella cupuliformis,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2384,Mollisia cinerea,,Mollisia cinerea,Mollisia cinerea,Mollisia cinerea,,Mollisia cinerea,cinerea,,Mollisia cinerea,Mollisia cinerea,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Mollisia cinerea,,
2385,Acarospora privigna,Acarospora privigna,Acarospora privigna,Acarospora privigna,Acarospora privigna,,Acarospora privigna,simplex,,Polysporina,Acarospora privigna,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2386,Chalciporus pierrhuguesii,,Chalciporus pierrhuguesii,Chalciporus pierrhuguesii,Chalciporus pierrhuguesii,,Chalciporus pierrhuguesii,Chalciporus pierrhuguesii,,Chalciporus pierrhuguesii,Chalciporus pierrhuguesii,Chalciporus pierrhuguesii,,,
2387,Phaeohelotium carneum,,Phaeohelotium carneum,Phaeohelotium carneum,Phaeohelotium carneum,,Phaeohelotium carneum,subcarneum,,Phaeohelotium carneum,Phaeohelotium carneum,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2388,Rutstroemia firma,,Rutstroemia firma,Rutstroemia firma,Rutstroemia firma,,Rutstroemia firma,firmum,,Poculum,Rutstroemia firma,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Rutstroemia firma,,
2389,Agaricus luteomaculatus,,Agaricus luteomaculatus,Agaricus luteomaculatus,Agaricus luteomaculatus,,Agaricus luteomaculatus,Agaricus luteomaculatus,,Agaricus luteomaculatus,Agaricus luteomaculatus,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Agaricus luteomaculatus,,
2390,Tricholoma album,,Tricholoma album,Tricholoma album,Tricholoma album,,Tricholoma album,Tricholoma album,,Tricholoma album,Tricholoma album,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Tricholoma album,,
2391,Typhula setipes,,Typhula setipes,Typhula setipes,Typhula setipes,,Typhula setipes,setipes,,Typhula,Typhula setipes,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,,,
2392,Peziza ammophila,,Peziza ammophila,Peziza ammophila,Peziza ammophila,,Peziza ammophila,Peziza ammophila,,Peziza,Peziza ammophila,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetidae|Pezizales|Pezizaceae|Sarcosphaera,,
2393,Lecania naegelii,,Lecania naegelii,Lecania naegelii,Lecania naegelii,,Lecania naegelii,Lecania naegelii,,Lecania,Lecania naegelii,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,species,,
2394,Russula ilicis,,Russula ilicis,Russula ilicis,Russula ilicis,,Russula ilicis,Russula ilicis,,Russula,Russula ilicis,Banco de Datos de la Biodiversidad de la Comunitat Valenciana,Russula ilicis,,
